transaction_id,customer_id,customer_name,email,phone,address,date_of_birth,card_number,transaction_amount,transaction_date,store_channel,_dq_null_flag,_ingested_at,_source_system,_batch_id
TXN000208,CUST0008,Udant Lalla,mmuni@example.com,915445316486,"H.No. 464, Mohanty Zila, Machilipatnam-241929",1965-10-19,2263219217569072,2793.33,2026-07-03,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000209,CUST0052,Gopal Halder,nbaral@example.net,910676797741,"39, Narayanan Ganj, Kulti 272507",1992-02-07,5433973566855643,361.9,2026-06-06,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000210,CUST0160,Saumya Apte,ramanudant@example.org,913616182151,"372, Kalita Zila, Narasaraopet-682474",1968-11-09,2234952218889091,4008.75,2026-07-16,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000211,CUST0062,Patrick Wali,priya39@example.net,3674335304,"H.No. 097, Sawhney Marg, Amaravati-644395",1973-05-09,2286344738546749,4157.68,2026-06-02,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000212,CUST0122,Kritika Kunda,kantmason@example.org,911430893051,"H.No. 86, Gulati Chowk, Madurai 624931",1967-07-19,2229770192545704,519.2,2026-04-12,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000213,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2239218668871814,571.5,2026-03-31,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000214,CUST0120,Lohit Kala,zaid37@example.org,4669583880,"H.No. 550, Pai Ganj, Saharanpur 876372",1974-01-11,2231906491150905,4549.93,2026-06-12,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000215,CUST0095,Darsh Rout,chokshiqadim@example.net,6833155208,"09/55, Wadhwa Circle, Ludhiana-002438",2002-04-11,2269443819551023,1468.15,2026-04-12,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000216,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,5329332702045907,772.67,2026-04-21,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000217,CUST0042,Omya Grover,abhimanyu84@example.org,4734288665,"81, Ratta Zila, Tadipatri-448557",1984-04-20,2257172770712860,1404.39,2026-06-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000218,CUST0028,Jai Saraf,panchalchasmum@example.com,9596719024,"17/27, More Chowk, Pudukkottai 272929",1977-04-26,5599488482116152,715.22,2026-07-22,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000219,CUST0080,Timothy Randhawa,hdevan@example.org,3579734915,"619, Dewan Marg, Bangalore 631518",1977-01-28,2701145532793545,829.95,2026-03-10,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000220,CUST0102,Nimrat Ramakrishnan,iryalala@example.net,915139316400,"55, Saini, Nashik-371364",1963-09-13,2256928603029694,1325.31,2026-03-30,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000221,CUST0020,Logan Grewal,brahmbhattnisha@example.org,6987176478,"H.No. 637, Luthra, Berhampur 430242",1998-04-20,2620097483712636,986.32,2026-05-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000222,CUST0027,Akshay Uppal,ronith40@example.com,913914529489,"79, Thakkar Ganj, Jorhat-336852",1971-12-13,5581844380928728,2482.2,2026-07-05,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000223,CUST0176,Yashvi Chana,tarak27@example.org,9417632598,"224, Buch Zila, Medininagar 260443",2004-02-16,2707282275313415,21103.28,2026-06-17,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000224,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2221617177500899,17807.68,2026-03-06,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000225,CUST0089,Tara Bir,klalla@example.com,918814190235,"H.No. 05, Peri Marg, Akola-176683",1996-06-08,5459279416700156,1333.92,2026-08-06,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000226,CUST0170,Chandresh Mohanty,rishi25@example.com,826613606,"90/25, Kalita Zila, Singrauli 660367",1963-04-14,2708990856413672,3233.06,2026-05-18,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000227,CUST0018,Ridhi Savant,virajradhakrishnan@example.com,911173124919,"H.No. 80, Bhatia Ganj, South Dumdum 602888",1995-08-21,5184835336308271,4624.51,2026-03-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000228,CUST0004,Inaya Kota,pdara@example.net,8372962231,"76, Srinivasan Road, Bareilly-093979",1979-12-21,2254491556103166,517.5,2026-03-08,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000229,CUST0126,Sathvik Bala,shora@example.org,1284292279,"46/82, Karan Path, Deoghar-060833",1971-09-18,2562491039579039,494.76,2026-05-26,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000230,CUST0111,Yamini Mitter,bhandariyash@example.com,2339208098,"131, Aggarwal Street, Madhyamgram 988534",1988-07-08,5240473651649582,162.76,2026-03-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000231,CUST0163,Jalsa Wali,aradhana04@example.com,5267163298,"H.No. 562, Loke Street, Jehanabad-932079",1963-09-30,2224385287938311,666.1,2026-04-15,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000232,CUST0040,Zarna Pandey,puriraagini@example.net,4239185009,"H.No. 04, Sethi Road, Ambala 307405",1991-12-17,2259600049324941,3332.89,2026-02-19,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000233,CUST0046,Mekhala Atwal,esarraf@example.org,919394551606,"16/067, Srinivasan, Nagpur 718357",1962-02-10,5166093780859850,11373.42,2026-03-03,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000234,CUST0158,Zansi Khalsa,kamala99@example.org,7888040151,"29/830, Deshpande Path, Bihar Sharif 809429",2004-06-07,2720327567736329,874.3,2026-05-16,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000235,CUST0120,Lohit Kala,zaid37@example.org,4669583880,"H.No. 550, Pai Ganj, Saharanpur 876372",1974-01-11,2292091242998609,964.1,2026-04-17,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000236,CUST0152,Nidhi Narayanan,mitaljyoti@example.org,919872233493,"87, Divan Path, Chapra-081974",1977-01-01,2715162910153477,970.42,2026-03-23,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000237,CUST0083,Hamsini Kara,anvi19@example.com,8002415929,"H.No. 696, Sem Path, Vijayawada-120991",1999-03-02,2255989660895709,895.69,2026-04-08,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000238,CUST0023,Raksha Ahluwalia,hiral98@example.net,8274422926,"354, Khare Marg, Jalgaon-947585",1972-04-28,2638749205351636,4970.87,2026-04-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000239,CUST0116,Ucchal Nair,misraanmol@example.net,9428688174,"92/70, Raval Nagar, Mysore-816868",1998-09-15,2274808454594269,575.61,2026-05-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000240,CUST0119,Nikita Tailor,warhi98@example.net,8118992226,"12/24, Kannan Road, Jammu-224630",2002-11-29,2395426876759990,13893.14,2026-07-03,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000241,CUST0087,Adya Chakrabarti,dateekani@example.org,6322946418,"24/25, Raghavan Chowk, Gandhidham-301064",1980-02-16,2280994695736646,3782.3,2026-06-11,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000242,CUST0127,Krisha Kari,majumdarharinakshi@example.net,5414769752,"73/68, Dube Zila, Kottayam-612498",1991-07-19,5451764659336170,3509.6,2026-03-04,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000243,CUST0047,Zilmil Kuruvilla,uvenkataraman@example.net,913071233063,"H.No. 96, Shankar Street, Jabalpur-490517",1978-06-12,2253008139649936,4603.73,2026-04-18,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000244,CUST0055,Wazir Kant,basakyauvani@example.org,9053368317,"H.No. 54, Ganesan Circle, Junagadh 221312",1990-09-24,5561596901352580,316.63,2026-07-09,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000245,CUST0067,Indrajit Raju,yochana34@example.com,915745466157,"80, Rege Nagar, Pali-271668",1992-01-16,5348516938616187,20134.59,2026-06-27,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000246,CUST0072,Sarthak Suresh,zehaanbuch@example.org,5822445060,"45, Ben Circle, Deoghar 389790",1978-07-20,2298493549643637,3479.91,2026-06-21,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000247,CUST0143,Upadhriti Ratti,qbansal@example.com,916981260648,"H.No. 686, De Path, Jamnagar 975909",1964-03-17,2271562089911371,228.53,2026-07-01,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000248,CUST0133,Janya Rege,ypalla@example.net,914445120610,"64, Raju Zila, Rewa 164474",1959-10-01,2241439374241086,2413.06,2026-03-23,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000249,CUST0022,Isha Bora,isami@example.net,7979903950,"75, Ben Path, Burhanpur 019054",1958-08-01,2266365061369577,1310.86,2026-03-24,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000250,CUST0105,Suhani Kapur,kamdarsara@example.org,8992022637,"43, Warrior Path, Khammam 104974",1999-12-29,2564973250974872,21765.6,2026-05-11,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000251,CUST0143,Upadhriti Ratti,qbansal@example.com,916981260648,"H.No. 686, De Path, Jamnagar 975909",1964-03-17,2518052690978327,3143.85,2026-05-10,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000252,CUST0177,Shravya Sagar,udantsama@example.net,918363910174,"09/002, Varty Chowk, Bellary-197098",1979-05-09,5504536051693458,822.29,2026-07-05,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000253,CUST0166,Gaurika Chakraborty,sathvik30@example.com,4730150514,"33/106, Mandal Street, Ramagundam 898234",1978-08-24,2238897820930450,1650.31,2026-07-17,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000254,CUST0115,Bimala Gala,zdeo@example.com,6114054452,"82/042, Kota Marg, Bhilwara-195235",1972-03-10,2268983329767123,18983.31,2026-04-05,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000255,CUST0024,Rudra Handa,irarana@example.net,2446616770,"636, Jani Road, Raipur-693937",1995-12-01,2295718207245488,17337.51,2026-04-17,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000256,CUST0057,Neha Sule,maanaspai@example.net,4210122796,"H.No. 39, Warrior Zila, Nellore 279833",1991-03-19,2283363028100085,2672.55,2026-06-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000257,CUST0178,Nitara Jha,reddydevika@example.net,4351137548,"H.No. 20, Mistry Marg, Pali-206101",1982-12-26,2298304022127370,19723.22,2026-06-15,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000258,CUST0079,Indrajit Cherian,mshroff@example.net,913182588014,"H.No. 237, Patla Nagar, Allahabad 889115",1986-03-26,2720175779460422,75.02,2026-03-10,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000259,CUST0122,Kritika Kunda,kantmason@example.org,911430893051,"H.No. 86, Gulati Chowk, Madurai 624931",1967-07-19,5380997573485725,4241.4,2026-05-08,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000260,CUST0109,Siddharth Purohit,kashyapazad@example.net,916428252224,"23/17, Sami Street, Panihati-580429",1968-04-11,2245368408800623,7557.94,2026-03-01,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000261,CUST0091,Lajita Sami,krish65@example.com,2581881388,"68, Dyal Road, Surat 879272",1990-06-23,5422359539766351,2523.18,2026-08-01,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000262,CUST0070,Lopa Amble,warinder49@example.net,8421025811,"644, Sachdev Marg, Bahraich-443264",1987-02-04,2296244560981527,19316.18,2026-06-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000263,CUST0065,Warjas Sarkar,trau@example.org,8971303403,"81, Dash Marg, Jalna 615968",1972-08-29,2419757340424171,12968.32,2026-06-24,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000264,CUST0031,Jhalak Gala,wsami@example.org,1922670320,"H.No. 99, Uppal Nagar, Malegaon 940044",1966-04-28,5591674234585434,2093.35,2026-02-22,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000265,CUST0081,Qushi Kala,agarwalsamaksh@example.net,1031862060,"H.No. 74, Parmar Marg, Kanpur 478078",2002-10-15,2716481264039887,870.62,2026-03-03,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000266,CUST0138,Saanvi Chandra,pranav65@example.net,919164224243,"75/523, Bumb Chowk, Jaipur-939707",1963-03-14,5320949614983773,21995.2,2026-03-09,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000267,CUST0050,Odika Brahmbhatt,praneelzacharia@example.net,918864756220,"00/91, Pau Circle, Asansol-673988",1978-11-20,2286600401183486,14442.78,2026-03-03,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000268,CUST0124,Ekanta Sant,saumya73@example.net,917164913546,"H.No. 80, Kunda Chowk, Durg-904069",2003-07-19,2286306427416880,4778.12,2026-05-10,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000269,CUST0151,Om Chand,buchanirudh@example.net,6514747208,"966, Prashad Ganj, Kishanganj 389819",1995-12-18,2224001358473449,9205.67,2026-03-26,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000270,CUST0026,Victor Pau,ravalanika@example.net,6985375708,"H.No. 263, Dube Ganj, Gangtok 607216",1982-12-06,2711363394476855,1516.51,2026-08-04,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000271,CUST0076,Warda Loyal,jsaran@example.org,919763975853,"H.No. 51, Karnik Circle, Vijayawada 393231",1982-01-08,2272971643386070,15305.36,2026-03-12,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000272,CUST0093,Aadi Kant,qrege@example.com,3023935819,"29, Thakkar Nagar, Shimla 380176",1970-05-30,2701821186973324,687.44,2026-04-24,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000273,CUST0078,Shivansh Nagy,joshua26@example.com,6812149397,"07/21, Palan Zila, Malda 577083",1976-12-05,2295110238225681,2432.29,2026-06-16,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000274,CUST0137,Nathaniel Rau,simon30@example.com,912506647898,"32/93, Ben, Amroha-245447",1979-06-26,2240650233491974,687.32,2026-05-17,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000275,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,2609015096302129,4088.5,2026-07-04,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000276,CUST0014,Mason Comar,andrewtank@example.org,913392865349,"H.No. 77, Babu Street, Amritsar-666053",1978-11-15,2299045546881211,4407.87,2026-05-14,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000277,CUST0179,Triveni Kadakia,etahegde@example.org,916666300629,"47, Gour Ganj, Berhampore-992736",2001-07-20,2716870323000387,3243.19,2026-02-22,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000278,CUST0164,Ojasvi Chaudhary,ekanta46@example.org,3770482067,"H.No. 26, Din Chowk, Jodhpur 203562",1988-05-01,2297196400814970,11859.81,2026-04-11,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000279,CUST0027,Akshay Uppal,ronith40@example.com,913914529489,"79, Thakkar Ganj, Jorhat-336852",1971-12-13,2223075857484546,77.31,2026-03-14,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000280,CUST0147,Yashoda Nanda,ddugar@example.net,6047074746,"606, Solanki, Nellore 091292",2000-08-22,5571295084718505,3480.62,2026-07-18,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000281,CUST0121,Ishani Agate,shravyadua@example.com,917822678081,"05/279, Ahuja Marg, Silchar 815845",2003-07-19,5452432547227501,1851.64,2026-03-25,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000282,CUST0113,Divya Chaudhry,advikchander@example.com,915146793963,"20/12, Sridhar Chowk, Durgapur 535695",1984-05-01,5597415829279833,63.8,2026-06-05,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000283,CUST0048,Ishanvi Kunda,akshay36@example.org,6961535839,"75/316, Krishnan Chowk, Cuttack-606189",1983-12-18,2296858060156395,3359.08,2026-03-07,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000284,CUST0065,Warjas Sarkar,trau@example.org,8971303403,"81, Dash Marg, Jalna 615968",1972-08-29,2324612652794550,2749.46,2026-07-26,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000285,CUST0030,Ryan Dutt,dubeyekavir@example.com,3506857479,"388, Goda Path, Berhampur 933323",1967-03-04,2259746917207468,10920.99,2026-02-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000286,CUST0103,Rachita Ravel,osur@example.com,8206940028,"H.No. 048, Sagar Road, Pudukkottai-982337",1992-07-09,5101682234789180,4133.83,2026-05-21,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000287,CUST0019,Nikita Master,anigam@example.org,913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2226222417550450,3487.72,2026-06-25,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000288,CUST0039,Anirudh Kibe,mohantylogan@example.com,912762642514,"H.No. 36, Nigam Ganj, Etawah-571776",1969-03-14,5294465608351028,21141.9,2026-02-16,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000289,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,5336171382261355,929.33,2026-02-13,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000290,CUST0022,Isha Bora,isami@example.net,7979903950,"75, Ben Path, Burhanpur 019054",1958-08-01,2238868046855870,2032.72,2026-08-07,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000291,CUST0031,Jhalak Gala,wsami@example.org,1922670320,"H.No. 99, Uppal Nagar, Malegaon 940044",1966-04-28,2365484461718471,4919.15,2026-06-03,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000292,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,2299365737422025,2314.68,2026-04-18,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000293,CUST0134,Idika Bir,vpradhan@example.net,911207236827,"H.No. 887, Lal Street, Ahmedabad-330891",1968-01-14,2716026778842050,1960.34,2026-07-08,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000294,CUST0116,Ucchal Nair,misraanmol@example.net,9428688174,"92/70, Raval Nagar, Mysore-816868",1998-09-15,2720519057792255,172.31,2026-03-28,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000295,CUST0077,Aahana Varughese,binakota@example.net,2209703704,"54/913, Bal Chowk, Mangalore-284417",1963-12-09,2310594694754030,194.16,2026-06-06,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000296,CUST0079,Indrajit Cherian,mshroff@example.net,913182588014,"H.No. 237, Patla Nagar, Allahabad 889115",1986-03-26,5239164865770735,658.19,2026-04-22,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000297,CUST0157,Henry Kala,ctailor@example.net,3388376436,"76/62, Dubey Circle, Ulhasnagar 501303",1997-04-21,5333176427209585,378.04,2026-06-01,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000298,CUST0054,Garima Yadav,anthonymukherjee@example.org,4047668649,"38/38, Kalita Path, Ahmedabad-233041",1998-09-05,5343443575317737,13057.87,2026-05-29,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000299,CUST0068,Yauvani Chand,zmerchant@example.com,915193179610,"209, More Zila, Anantapuram 766010",1982-03-21,2260055907001924,1689.11,2026-08-08,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000300,CUST0041,Saumya Sharma,boasewarda@example.org,552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,2709829926000151,88.78,2026-05-11,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000301,CUST0045,Jacob Bhatnagar,chadagautami@example.com,9355247230,"H.No. 80, Sur, Giridih-428587",1964-03-29,5269584335278410,314.38,2026-05-26,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000302,CUST0041,Saumya Sharma,boasewarda@example.org,552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,2626606545323267,134.18,2026-05-24,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000303,CUST0105,Suhani Kapur,kamdarsara@example.org,8992022637,"43, Warrior Path, Khammam 104974",1999-12-29,2472749017953198,487.28,2026-05-02,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000304,CUST0177,Shravya Sagar,udantsama@example.net,918363910174,"09/002, Varty Chowk, Bellary-197098",1979-05-09,5171643351015051,395.69,2026-03-15,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000305,CUST0075,Chakrika Mittal,morarmadhavi@example.org,3017732058,"87/478, Ramaswamy Road, Noida 731550",1993-12-28,5485875229101777,3760.89,2026-05-10,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000306,CUST0060,Umang Buch,timothy24@example.org,1103195546,"H.No. 725, Gala Road, Pimpri-Chinchwad 667057",1981-12-14,2399717905592527,808.64,2026-06-15,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000307,CUST0073,Ekta Mitra,anushamitra@example.com,7400080896,"65/285, Pathak Nagar, Mangalore 300710",1960-11-17,2230978460998961,1326.95,2026-07-23,POS-Store,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000308,CUST0019,Nikita Master,anigam@example.org,913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2571992253734241,20654.91,2026-03-20,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000309,CUST0068,Yauvani Chand,zmerchant@example.com,915193179610,"209, More Zila, Anantapuram 766010",1982-03-21,2426433200147200,312.76,2026-06-28,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000310,CUST0109,Siddharth Purohit,kashyapazad@example.net,916428252224,"23/17, Sami Street, Panihati-580429",1968-04-11,5428387404600847,3992.29,2026-05-01,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000311,CUST0140,Jagrati Srinivas,parmarirya@example.net,913892977115,"846, Kamdar, Nellore 391168",1965-01-24,2719655779219582,248.67,2026-05-29,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000312,CUST0166,Gaurika Chakraborty,sathvik30@example.com,4730150514,"33/106, Mandal Street, Ramagundam 898234",1978-08-24,5353161140391394,2937.61,2026-03-15,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
TXN000313,CUST0069,Azad Ramakrishnan,tsandal@example.com,914580704974,"H.No. 676, Kulkarni Zila, Tiruvottiyur 478629",1977-09-14,2240218810476642,2475.29,2026-07-27,E-Commerce,False,2026-08-11T09:10:59.937700+00:00,retail_pos_ecommerce_extract,50832887
