transaction_id,customer_id,customer_name,email,phone,address,date_of_birth,card_number,cvv,transaction_amount,transaction_date,store_channel
TXN000149,CUST0179,Triveni Kadakia,etahegde@example.org,+916666300629,"47, Gour Ganj, Berhampore-992736",2001-07-20,5398588360366259,809,1863.07,2026-05-30,POS-Store
TXN000150,CUST0127,Krisha Kari,majumdarharinakshi@example.net,05414769752,"73/68, Dube Zila, Kottayam-612498",1991-07-19,5406378758143522,696,1341.3,2026-02-27,POS-Store
TXN000151,CUST0063,Siya Sehgal,narayanandarsh@example.com,+913485657051,"H.No. 565, Kothari Nagar, Dharmavaram-742540",2005-12-02,2290467574754889,5400,554.26,2026-03-08,E-Commerce
TXN000152,CUST0168,Unni Bhatt,mutticharan@example.net,04300090556,"75/31, Shanker Nagar, Aizawl 830688",1958-08-24,2282597964633887,469,3549.08,2026-05-27,E-Commerce
TXN000153,CUST0028,Jai Saraf,panchalchasmum@example.com,09596719024,"17/27, More Chowk, Pudukkottai 272929",1977-04-26,2544010777499193,093,4902.43,2026-06-30,POS-Store
TXN000154,CUST0057,Neha Sule,maanaspai@example.net,04210122796,"H.No. 39, Warrior Zila, Nellore 279833",1991-03-19,5373018201931383,480,2291.5,2026-06-23,E-Commerce
TXN000155,CUST0179,Triveni Kadakia,etahegde@example.org,+916666300629,"47, Gour Ganj, Berhampore-992736",2001-07-20,2292538886998097,267,2083.06,2026-08-02,POS-Store
TXN000156,CUST0013,Rachana Bhat,balveer20@example.com,+917541157451,"52, Dasgupta Street, Sasaram 475131",1977-08-13,2273362208110692,951,1313.75,2026-06-11,E-Commerce
TXN000157,CUST0032,Yug Thaman,khalsaati@example.org,+913780126147,"688, Hari Path, Firozabad 567299",1992-02-01,2720950781770749,950,963.55,2026-07-29,POS-Store
TXN000158,CUST0035,Pahal Basak,balanodika@example.org,4947889608,"23/919, Mannan Circle, Ajmer 197668",1988-11-09,2256667264286066,139,16831.87,2026-04-05,POS-Store
TXN000159,CUST0171,Lopa Kurian,ovirk@example.net,04417345455,"87/660, Bhandari Marg, Raurkela Industrial Township 622766",1978-07-16,5475720418832810,817,1693.0,2026-05-11,POS-Store
TXN000160,CUST0114,Chaitaly Viswanathan,sarkarnaveen@example.org,08310384926,"H.No. 744, Sidhu Nagar, Dehri-540494",1997-01-02,2703574998777247,1524,287.48,2026-06-23,POS-Store
TXN000161,CUST0141,Nimrat Sanghvi,shafaraj@example.com,09432073231,"H.No. 48, Sandal Street, Mehsana 281248",1965-09-07,2228593357876578,973,3857.67,2026-06-12,POS-Store
TXN000162,CUST0041,Saumya Sharma,boasewarda@example.org,00552258999,"H.No. 531, Saraf Path, Bellary-822942",1965-01-26,2718184264127912,267,2119.46,2026-04-19,POS-Store
TXN000163,CUST0116,Ucchal Nair,misraanmol@example.net,09428688174,"92/70, Raval Nagar, Mysore-816868",1998-09-15,2484995774749016,008,17544.51,2026-07-12,POS-Store
TXN000164,CUST0064,Leela Magar,shankerayaan@example.net,+916954051388,"H.No. 232, Iyer Path, Saharsa-473520",1979-12-18,2720899382548691,435,3446.27,2026-07-26,POS-Store
TXN000165,CUST0134,Idika Bir,vpradhan@example.net,+911207236827,"H.No. 887, Lal Street, Ahmedabad-330891",1968-01-14,2234619943874488,391,1990.68,2026-06-18,POS-Store
TXN000166,CUST0161,Xalak Trivedi,chavvitalwar@example.org,04796024025,"15/767, Vora Ganj, Tinsukia-159266",1980-03-29,2705021645595760,985,4030.63,2026-03-19,E-Commerce
TXN000167,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,5413165215780082,630,160.15,2026-07-21,POS-Store
TXN000168,CUST0020,Logan Grewal,brahmbhattnisha@example.org,06987176478,"H.No. 637, Luthra, Berhampur 430242",1998-04-20,5419632719156899,1342,88.65,2026-07-26,POS-Store
TXN000169,CUST0061,Logan Sidhu,samakshdivan@example.net,+918374908364,"H.No. 98, Mahal Path, Sagar 878951",1964-05-28,2253566099298317,862,16962.48,2026-03-17,POS-Store
TXN000170,CUST0086,Zinal Modi,maya71@example.com,09373066001,"83, Chada Marg, Gulbarga-850949",1970-07-12,2453641065569070,609,1391.24,2026-03-11,POS-Store
TXN000171,CUST0139,Tanvi Badami,kshere@example.net,08132962188,"93/648, Bedi Road, Sikar 671868",1979-08-11,2717020190438802,055,2893.41,2026-06-21,E-Commerce
TXN000172,CUST0036,Ayushman Dara,siddharth45@example.org,01148944160,"H.No. 121, Saxena Path, Chennai-309608",1981-09-24,2712575573270325,0421,461.73,2026-03-10,E-Commerce
TXN000173,CUST0060,Umang Buch,timothy24@example.org,01103195546,"H.No. 725, Gala Road, Pimpri-Chinchwad 667057",1981-12-14,2270010395928177,177,3462.78,2026-07-17,POS-Store
TXN000174,CUST0178,Nitara Jha,reddydevika@example.net,04351137548,"H.No. 20, Mistry Marg, Pali-206101",1982-12-26,2625707903025600,217,1181.17,2026-03-03,E-Commerce
TXN000175,CUST0055,Wazir Kant,basakyauvani@example.org,9053368317,"H.No. 54, Ganesan Circle, Junagadh 221312",1990-09-24,2387103789092880,2339,3502.81,2026-05-30,E-Commerce
TXN000176,CUST0107,Eta Swaminathan,jack92@example.com,6319195366,"66, Pradhan Marg, Chittoor-432039",1980-07-22,2254690927153566,149,4425.1,2026-05-07,POS-Store
TXN000177,CUST0085,Urishilla Tandon,ojasvisaxena@example.com,2467883077,"12, Chawla Path, Tenali 440630",1981-10-06,2662339658295420,322,1651.57,2026-04-04,POS-Store
TXN000178,CUST0107,Eta Swaminathan,jack92@example.com,6319195366,"66, Pradhan Marg, Chittoor-432039",1980-07-22,5537042796442013,050,659.66,2026-02-20,E-Commerce
TXN000179,CUST0053,Oeshi Sampath,bhavsarkamya@example.net,04119018831,"H.No. 99, Banik Zila, Shivpuri-078393",1982-12-09,5534598006681859,1223,605.9,2026-06-30,POS-Store
TXN000180,CUST0100,Chaitanya Gulati,boasedarika@example.com,1428458750,"70/97, De Nagar, Siliguri 989075",1972-05-09,2705198886523543,7437,14783.49,2026-04-18,E-Commerce
TXN000181,CUST0148,Niharika Mangal,sandhudarpan@example.com,+917212395088,"H.No. 01, Jani Road, Guwahati-185200",1972-10-24,5191395887785907,615,3572.51,2026-03-05,POS-Store
TXN000182,CUST0123,Jalsa Taneja,samuelwalla@example.net,04472357842,"H.No. 49, Setty Nagar, Ballia 501443",1984-10-10,5204661943106643,201,3181.92,2026-05-10,E-Commerce
TXN000183,CUST0091,Lajita Sami,krish65@example.com,2581881388,"68, Dyal Road, Surat 879272",1990-06-23,5119358093407293,458,11564.36,2026-03-30,POS-Store
TXN000184,CUST0100,Chaitanya Gulati,boasedarika@example.com,1428458750,"70/97, De Nagar, Siliguri 989075",1972-05-09,2254123485193212,790,20391.06,2026-05-11,POS-Store
TXN000185,CUST0138,Saanvi Chandra,pranav65@example.net,+919164224243,"75/523, Bumb Chowk, Jaipur-939707",1963-03-14,2547616346606758,245,115.82,2026-04-07,E-Commerce
TXN000186,CUST0125,Yash Bakshi,gaurav20@example.com,06483162569,"61/69, Bhatia Zila, Bhatpara 918109",1975-11-05,2594261467433328,031,67.29,2026-06-18,E-Commerce
TXN000187,CUST0070,Lopa Amble,warinder49@example.net,08421025811,"644, Sachdev Marg, Bahraich-443264",1987-02-04,5286789375201581,817,698.17,2026-04-23,POS-Store
TXN000188,CUST0125,Yash Bakshi,gaurav20@example.com,06483162569,"61/69, Bhatia Zila, Bhatpara 918109",1975-11-05,5206893813985263,388,352.71,2026-06-29,E-Commerce
TXN000189,CUST0100,Chaitanya Gulati,boasedarika@example.com,1428458750,"70/97, De Nagar, Siliguri 989075",1972-05-09,5497886699211281,774,5396.6,2026-05-17,POS-Store
TXN000190,CUST0172,Luke Mani,harinisem@example.com,6098767430,"H.No. 871, Chakraborty Marg, Tinsukia-617559",1964-01-18,5588960806468975,811,9792.25,2026-03-21,POS-Store
TXN000191,CUST0043,Nilima Dara,unadkarni@example.org,04868507284,"25, Das Street, Jalgaon 673784",1990-06-12,5457494882147707,366,711.2,2026-03-02,POS-Store
TXN000192,CUST0033,Nihal Prabhakar,phora@example.net,05300616156,"51/42, Banerjee Path, Bhubaneswar 359546",1966-09-05,5123518004494300,498,4509.01,2026-04-03,E-Commerce
TXN000193,CUST0101,Guneet Mann,ijaya58@example.org,08444137335,"43, Sinha Ganj, Sambhal-909428",1995-11-16,2435669734814216,372,4213.12,2026-08-07,E-Commerce
TXN000194,CUST0022,Isha Bora,isami@example.net,7979903950,"75, Ben Path, Burhanpur 019054",1958-08-01,2233972376741166,301,218.39,2026-04-22,POS-Store
TXN000195,CUST0035,Pahal Basak,balanodika@example.org,4947889608,"23/919, Mannan Circle, Ajmer 197668",1988-11-09,5325552988357379,607,4226.53,2026-08-04,POS-Store
TXN000196,CUST0047,Zilmil Kuruvilla,uvenkataraman@example.net,+913071233063,"H.No. 96, Shankar Street, Jabalpur-490517",1978-06-12,2248197949699724,054,12015.09,2026-05-20,E-Commerce
TXN000197,CUST0067,Indrajit Raju,yochana34@example.com,+915745466157,"80, Rege Nagar, Pali-271668",1992-01-16,2229944346191968,761,4104.88,2026-08-04,POS-Store
TXN000198,CUST0084,Nitara Vig,lallajai@example.org,+913049331522,"H.No. 469, Subramanian Chowk, Barasat-097640",1970-10-26,2257907762347161,5793,4722.1,2026-04-14,E-Commerce
TXN000199,CUST0117,Xalak Gokhale,baghyawatitank@example.com,+912963264634,"H.No. 423, Lad Ganj, Mau 442346",1958-04-17,2719027650474076,252,12293.47,2026-07-19,POS-Store
TXN000200,CUST0087,Adya Chakrabarti,dateekani@example.org,6322946418,"24/25, Raghavan Chowk, Gandhidham-301064",1980-02-16,2221614030398462,359,4017.42,2026-08-05,POS-Store
TXN000201,CUST0072,Sarthak Suresh,zehaanbuch@example.org,05822445060,"45, Ben Circle, Deoghar 389790",1978-07-20,2720682559569504,925,906.52,2026-03-25,POS-Store
TXN000202,CUST0065,Warjas Sarkar,trau@example.org,8971303403,"81, Dash Marg, Jalna 615968",1972-08-29,2701657905043472,898,4305.0,2026-04-11,E-Commerce
TXN000203,CUST0121,Ishani Agate,shravyadua@example.com,+917822678081,"05/279, Ahuja Marg, Silchar 815845",2003-07-19,2520745135150214,627,899.85,2026-05-07,E-Commerce
TXN000204,CUST0139,Tanvi Badami,kshere@example.net,08132962188,"93/648, Bedi Road, Sikar 671868",1979-08-11,2518024075917956,0896,1043.34,2026-04-21,E-Commerce
TXN000205,CUST0090,Simon Srinivasan,nikita82@example.net,+914482437348,"13/806, Gopal Zila, Aligarh 229846",1993-10-31,5347505170847890,5990,6552.78,2026-04-14,E-Commerce
TXN000206,CUST0167,Anusha Bobal,davenathaniel@example.com,08783095844,"H.No. 409, Bhandari Path, Phusro 646458",1977-10-04,2271028898808414,011,951.61,2026-03-09,E-Commerce
TXN000207,CUST0167,Anusha Bobal,davenathaniel@example.com,08783095844,"H.No. 409, Bhandari Path, Phusro 646458",1977-10-04,5453183205743052,653,14748.87,2026-07-12,E-Commerce
TXN000208,CUST0008,Udant Lalla,mmuni@example.com,+915445316486,"H.No. 464, Mohanty Zila, Machilipatnam-241929",1965-10-19,2263219217569072,876,2793.33,2026-07-03,E-Commerce
TXN000209,CUST0052,Gopal Halder,nbaral@example.net,+910676797741,"39, Narayanan Ganj, Kulti 272507",1992-02-07,5433973566855643,123,361.9,2026-06-06,E-Commerce
TXN000210,CUST0160,Saumya Apte,ramanudant@example.org,+913616182151,"372, Kalita Zila, Narasaraopet-682474",1968-11-09,2234952218889091,116,4008.75,2026-07-16,E-Commerce
TXN000211,CUST0062,Patrick Wali,priya39@example.net,03674335304,"H.No. 097, Sawhney Marg, Amaravati-644395",1973-05-09,2286344738546749,424,4157.68,2026-06-02,E-Commerce
TXN000212,CUST0122,Kritika Kunda,kantmason@example.org,+911430893051,"H.No. 86, Gulati Chowk, Madurai 624931",1967-07-19,2229770192545704,971,519.2,2026-04-12,E-Commerce
TXN000213,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2239218668871814,902,571.5,2026-03-31,E-Commerce
TXN000214,CUST0120,Lohit Kala,zaid37@example.org,04669583880,"H.No. 550, Pai Ganj, Saharanpur 876372",1974-01-11,2231906491150905,789,4549.93,2026-06-12,POS-Store
TXN000215,CUST0095,Darsh Rout,chokshiqadim@example.net,6833155208,"09/55, Wadhwa Circle, Ludhiana-002438",2002-04-11,2269443819551023,580,1468.15,2026-04-12,E-Commerce
TXN000216,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,5329332702045907,308,772.67,2026-04-21,E-Commerce
TXN000217,CUST0042,Omya Grover,abhimanyu84@example.org,4734288665,"81, Ratta Zila, Tadipatri-448557",1984-04-20,2257172770712860,685,1404.39,2026-06-04,POS-Store
TXN000218,CUST0028,Jai Saraf,panchalchasmum@example.com,09596719024,"17/27, More Chowk, Pudukkottai 272929",1977-04-26,5599488482116152,894,715.22,2026-07-22,E-Commerce
TXN000219,CUST0080,Timothy Randhawa,hdevan@example.org,03579734915,"619, Dewan Marg, Bangalore 631518",1977-01-28,2701145532793545,892,829.95,2026-03-10,POS-Store
TXN000220,CUST0102,Nimrat Ramakrishnan,iryalala@example.net,+915139316400,"55, Saini, Nashik-371364",1963-09-13,2256928603029694,962,1325.31,2026-03-30,E-Commerce
TXN000221,CUST0020,Logan Grewal,brahmbhattnisha@example.org,06987176478,"H.No. 637, Luthra, Berhampur 430242",1998-04-20,2620097483712636,207,986.32,2026-05-14,E-Commerce
TXN000222,CUST0027,Akshay Uppal,ronith40@example.com,+913914529489,"79, Thakkar Ganj, Jorhat-336852",1971-12-13,5581844380928728,886,2482.2,2026-07-05,POS-Store
TXN000223,CUST0176,Yashvi Chana,tarak27@example.org,9417632598,"224, Buch Zila, Medininagar 260443",2004-02-16,2707282275313415,927,21103.28,2026-06-17,E-Commerce
TXN000224,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,2221617177500899,490,17807.68,2026-03-06,E-Commerce
TXN000225,CUST0089,Tara Bir,klalla@example.com,+918814190235,"H.No. 05, Peri Marg, Akola-176683",1996-06-08,5459279416700156,533,1333.92,2026-08-06,POS-Store
TXN000226,CUST0170,Chandresh Mohanty,rishi25@example.com,00826613606,"90/25, Kalita Zila, Singrauli 660367",1963-04-14,2708990856413672,571,3233.06,2026-05-18,POS-Store
TXN000227,CUST0018,Ridhi Savant,virajradhakrishnan@example.com,+911173124919,"H.No. 80, Bhatia Ganj, South Dumdum 602888",1995-08-21,5184835336308271,7197,4624.51,2026-03-25,POS-Store
TXN000228,CUST0004,Inaya Kota,pdara@example.net,08372962231,"76, Srinivasan Road, Bareilly-093979",1979-12-21,2254491556103166,504,517.5,2026-03-08,POS-Store
TXN000229,CUST0126,Sathvik Bala,shora@example.org,01284292279,"46/82, Karan Path, Deoghar-060833",1971-09-18,2562491039579039,714,494.76,2026-05-26,E-Commerce
TXN000230,CUST0111,Yamini Mitter,bhandariyash@example.com,2339208098,"131, Aggarwal Street, Madhyamgram 988534",1988-07-08,5240473651649582,629,162.76,2026-03-04,POS-Store
TXN000231,CUST0163,Jalsa Wali,aradhana04@example.com,05267163298,"H.No. 562, Loke Street, Jehanabad-932079",1963-09-30,2224385287938311,084,666.1,2026-04-15,POS-Store
TXN000232,CUST0040,Zarna Pandey,puriraagini@example.net,4239185009,"H.No. 04, Sethi Road, Ambala 307405",1991-12-17,2259600049324941,7201,3332.89,2026-02-19,POS-Store
TXN000233,CUST0046,Mekhala Atwal,esarraf@example.org,+919394551606,"16/067, Srinivasan, Nagpur 718357",1962-02-10,5166093780859850,095,11373.42,2026-03-03,POS-Store
TXN000234,CUST0158,Zansi Khalsa,kamala99@example.org,07888040151,"29/830, Deshpande Path, Bihar Sharif 809429",2004-06-07,2720327567736329,611,874.3,2026-05-16,POS-Store
TXN000235,CUST0120,Lohit Kala,zaid37@example.org,04669583880,"H.No. 550, Pai Ganj, Saharanpur 876372",1974-01-11,2292091242998609,799,964.1,2026-04-17,POS-Store
TXN000236,CUST0152,Nidhi Narayanan,mitaljyoti@example.org,+919872233493,"87, Divan Path, Chapra-081974",1977-01-01,2715162910153477,762,970.42,2026-03-23,POS-Store
TXN000237,CUST0083,Hamsini Kara,anvi19@example.com,8002415929,"H.No. 696, Sem Path, Vijayawada-120991",1999-03-02,2255989660895709,510,895.69,2026-04-08,E-Commerce
TXN000238,CUST0023,Raksha Ahluwalia,hiral98@example.net,08274422926,"354, Khare Marg, Jalgaon-947585",1972-04-28,2638749205351636,819,4970.87,2026-04-04,POS-Store
TXN000239,CUST0116,Ucchal Nair,misraanmol@example.net,09428688174,"92/70, Raval Nagar, Mysore-816868",1998-09-15,2274808454594269,590,575.61,2026-05-18,E-Commerce
TXN000240,CUST0119,Nikita Tailor,warhi98@example.net,08118992226,"12/24, Kannan Road, Jammu-224630",2002-11-29,2395426876759990,865,13893.14,2026-07-03,POS-Store
TXN000241,CUST0087,Adya Chakrabarti,dateekani@example.org,6322946418,"24/25, Raghavan Chowk, Gandhidham-301064",1980-02-16,2280994695736646,495,3782.3,2026-06-11,E-Commerce
TXN000242,CUST0127,Krisha Kari,majumdarharinakshi@example.net,05414769752,"73/68, Dube Zila, Kottayam-612498",1991-07-19,5451764659336170,165,3509.6,2026-03-04,POS-Store
TXN000243,CUST0047,Zilmil Kuruvilla,uvenkataraman@example.net,+913071233063,"H.No. 96, Shankar Street, Jabalpur-490517",1978-06-12,2253008139649936,554,4603.73,2026-04-18,POS-Store
TXN000244,CUST0055,Wazir Kant,basakyauvani@example.org,9053368317,"H.No. 54, Ganesan Circle, Junagadh 221312",1990-09-24,5561596901352580,357,316.63,2026-07-09,POS-Store
TXN000245,CUST0067,Indrajit Raju,yochana34@example.com,+915745466157,"80, Rege Nagar, Pali-271668",1992-01-16,5348516938616187,131,20134.59,2026-06-27,POS-Store
TXN000246,CUST0072,Sarthak Suresh,zehaanbuch@example.org,05822445060,"45, Ben Circle, Deoghar 389790",1978-07-20,2298493549643637,116,3479.91,2026-06-21,POS-Store
TXN000247,CUST0143,Upadhriti Ratti,qbansal@example.com,+916981260648,"H.No. 686, De Path, Jamnagar 975909",1964-03-17,2271562089911371,537,228.53,2026-07-01,E-Commerce
TXN000248,CUST0133,Janya Rege,ypalla@example.net,+914445120610,"64, Raju Zila, Rewa 164474",1959-10-01,2241439374241086,513,2413.06,2026-03-23,E-Commerce
TXN000249,CUST0022,Isha Bora,isami@example.net,7979903950,"75, Ben Path, Burhanpur 019054",1958-08-01,2266365061369577,229,1310.86,2026-03-24,E-Commerce
TXN000250,CUST0105,Suhani Kapur,kamdarsara@example.org,08992022637,"43, Warrior Path, Khammam 104974",1999-12-29,2564973250974872,039,21765.6,2026-05-11,POS-Store
TXN000251,CUST0143,Upadhriti Ratti,qbansal@example.com,+916981260648,"H.No. 686, De Path, Jamnagar 975909",1964-03-17,2518052690978327,922,3143.85,2026-05-10,E-Commerce
TXN000252,CUST0177,Shravya Sagar,udantsama@example.net,+918363910174,"09/002, Varty Chowk, Bellary-197098",1979-05-09,5504536051693458,140,822.29,2026-07-05,POS-Store
TXN000253,CUST0166,Gaurika Chakraborty,sathvik30@example.com,04730150514,"33/106, Mandal Street, Ramagundam 898234",1978-08-24,2238897820930450,402,1650.31,2026-07-17,POS-Store
TXN000254,CUST0115,Bimala Gala,zdeo@example.com,06114054452,"82/042, Kota Marg, Bhilwara-195235",1972-03-10,2268983329767123,267,18983.31,2026-04-05,E-Commerce
TXN000255,CUST0024,Rudra Handa,irarana@example.net,02446616770,"636, Jani Road, Raipur-693937",1995-12-01,2295718207245488,179,17337.51,2026-04-17,POS-Store
TXN000256,CUST0057,Neha Sule,maanaspai@example.net,04210122796,"H.No. 39, Warrior Zila, Nellore 279833",1991-03-19,2283363028100085,7885,2672.55,2026-06-14,POS-Store
TXN000257,CUST0178,Nitara Jha,reddydevika@example.net,04351137548,"H.No. 20, Mistry Marg, Pali-206101",1982-12-26,2298304022127370,657,19723.22,2026-06-15,E-Commerce
TXN000258,CUST0079,Indrajit Cherian,mshroff@example.net,+913182588014,"H.No. 237, Patla Nagar, Allahabad 889115",1986-03-26,2720175779460422,838,75.02,2026-03-10,POS-Store
TXN000259,CUST0122,Kritika Kunda,kantmason@example.org,+911430893051,"H.No. 86, Gulati Chowk, Madurai 624931",1967-07-19,5380997573485725,837,4241.4,2026-05-08,POS-Store
TXN000260,CUST0109,Siddharth Purohit,kashyapazad@example.net,+916428252224,"23/17, Sami Street, Panihati-580429",1968-04-11,2245368408800623,828,7557.94,2026-03-01,POS-Store
TXN000261,CUST0091,Lajita Sami,krish65@example.com,2581881388,"68, Dyal Road, Surat 879272",1990-06-23,5422359539766351,766,2523.18,2026-08-01,POS-Store
TXN000262,CUST0070,Lopa Amble,warinder49@example.net,08421025811,"644, Sachdev Marg, Bahraich-443264",1987-02-04,2296244560981527,250,19316.18,2026-06-14,POS-Store
TXN000263,CUST0065,Warjas Sarkar,trau@example.org,8971303403,"81, Dash Marg, Jalna 615968",1972-08-29,2419757340424171,236,12968.32,2026-06-24,E-Commerce
TXN000264,CUST0031,Jhalak Gala,wsami@example.org,01922670320,"H.No. 99, Uppal Nagar, Malegaon 940044",1966-04-28,5591674234585434,762,2093.35,2026-02-22,E-Commerce
TXN000265,CUST0081,Qushi Kala,agarwalsamaksh@example.net,01031862060,"H.No. 74, Parmar Marg, Kanpur 478078",2002-10-15,2716481264039887,760,870.62,2026-03-03,E-Commerce
TXN000266,CUST0138,Saanvi Chandra,pranav65@example.net,+919164224243,"75/523, Bumb Chowk, Jaipur-939707",1963-03-14,5320949614983773,702,21995.2,2026-03-09,E-Commerce
TXN000267,CUST0050,Odika Brahmbhatt,praneelzacharia@example.net,+918864756220,"00/91, Pau Circle, Asansol-673988",1978-11-20,2286600401183486,496,14442.78,2026-03-03,E-Commerce
TXN000268,CUST0124,Ekanta Sant,saumya73@example.net,+917164913546,"H.No. 80, Kunda Chowk, Durg-904069",2003-07-19,2286306427416880,237,4778.12,2026-05-10,POS-Store
TXN000269,CUST0151,Om Chand,buchanirudh@example.net,06514747208,"966, Prashad Ganj, Kishanganj 389819",1995-12-18,2224001358473449,2502,9205.67,2026-03-26,POS-Store
TXN000270,CUST0026,Victor Pau,ravalanika@example.net,6985375708,"H.No. 263, Dube Ganj, Gangtok 607216",1982-12-06,2711363394476855,113,1516.51,2026-08-04,E-Commerce
TXN000271,CUST0076,Warda Loyal,jsaran@example.org,+919763975853,"H.No. 51, Karnik Circle, Vijayawada 393231",1982-01-08,2272971643386070,384,15305.36,2026-03-12,E-Commerce
TXN000272,CUST0093,Aadi Kant,qrege@example.com,3023935819,"29, Thakkar Nagar, Shimla 380176",1970-05-30,2701821186973324,453,687.44,2026-04-24,E-Commerce
TXN000273,CUST0078,Shivansh Nagy,joshua26@example.com,06812149397,"07/21, Palan Zila, Malda 577083",1976-12-05,2295110238225681,672,2432.29,2026-06-16,E-Commerce
TXN000274,CUST0137,Nathaniel Rau,simon30@example.com,+912506647898,"32/93, Ben, Amroha-245447",1979-06-26,2240650233491974,5785,687.32,2026-05-17,E-Commerce
TXN000275,CUST0071,Dhruv Lala,yoshita33@example.com,9340109705,"H.No. 73, Hans Marg, Kulti 209409",1963-01-07,2609015096302129,786,4088.5,2026-07-04,E-Commerce
TXN000276,CUST0014,Mason Comar,andrewtank@example.org,+913392865349,"H.No. 77, Babu Street, Amritsar-666053",1978-11-15,2299045546881211,191,4407.87,2026-05-14,POS-Store
TXN000277,CUST0179,Triveni Kadakia,etahegde@example.org,+916666300629,"47, Gour Ganj, Berhampore-992736",2001-07-20,2716870323000387,172,3243.19,2026-02-22,E-Commerce
TXN000278,CUST0164,Ojasvi Chaudhary,ekanta46@example.org,03770482067,"H.No. 26, Din Chowk, Jodhpur 203562",1988-05-01,2297196400814970,123,11859.81,2026-04-11,POS-Store
TXN000279,CUST0027,Akshay Uppal,ronith40@example.com,+913914529489,"79, Thakkar Ganj, Jorhat-336852",1971-12-13,2223075857484546,912,77.31,2026-03-14,E-Commerce
TXN000280,CUST0147,Yashoda Nanda,ddugar@example.net,06047074746,"606, Solanki, Nellore 091292",2000-08-22,5571295084718505,993,3480.62,2026-07-18,POS-Store
TXN000281,CUST0121,Ishani Agate,shravyadua@example.com,+917822678081,"05/279, Ahuja Marg, Silchar 815845",2003-07-19,5452432547227501,308,1851.64,2026-03-25,POS-Store
TXN000282,CUST0113,Divya Chaudhry,advikchander@example.com,+915146793963,"20/12, Sridhar Chowk, Durgapur 535695",1984-05-01,5597415829279833,936,63.8,2026-06-05,POS-Store
TXN000283,CUST0048,Ishanvi Kunda,akshay36@example.org,06961535839,"75/316, Krishnan Chowk, Cuttack-606189",1983-12-18,2296858060156395,316,3359.08,2026-03-07,E-Commerce
TXN000284,CUST0065,Warjas Sarkar,trau@example.org,8971303403,"81, Dash Marg, Jalna 615968",1972-08-29,2324612652794550,240,2749.46,2026-07-26,POS-Store
TXN000285,CUST0030,Ryan Dutt,dubeyekavir@example.com,03506857479,"388, Goda Path, Berhampur 933323",1967-03-04,2259746917207468,6428,10920.99,2026-02-18,E-Commerce
TXN000286,CUST0103,Rachita Ravel,osur@example.com,8206940028,"H.No. 048, Sagar Road, Pudukkottai-982337",1992-07-09,5101682234789180,118,4133.83,2026-05-21,POS-Store
TXN000287,CUST0019,Nikita Master,anigam@example.org,+913847487091,"67/595, Bains Chowk, Aurangabad 368095",1977-10-11,2226222417550450,467,3487.72,2026-06-25,E-Commerce
TXN000288,CUST0039,Anirudh Kibe,mohantylogan@example.com,+912762642514,"H.No. 36, Nigam Ganj, Etawah-571776",1969-03-14,5294465608351028,902,21141.9,2026-02-16,E-Commerce
TXN000289,CUST0145,Patrick Saxena,rzachariah@example.net,7271139188,"H.No. 62, Devan Chowk, Deoghar 628523",1969-04-13,5336171382261355,475,929.33,2026-02-13,POS-Store
TXN000290,CUST0022,Isha Bora,isami@example.net,7979903950,"75, Ben Path, Burhanpur 019054",1958-08-01,2238868046855870,302,2032.72,2026-08-07,E-Commerce
TXN000291,CUST0031,Jhalak Gala,wsami@example.org,01922670320,"H.No. 99, Uppal Nagar, Malegaon 940044",1966-04-28,2365484461718471,398,4919.15,2026-06-03,POS-Store
TXN000292,CUST0156,Isaac Contractor,omkaarpradhan@example.net,6212666222,"92/970, Bedi Nagar, Rajkot 503243",1991-07-03,2299365737422025,010,2314.68,2026-04-18,E-Commerce
TXN000293,CUST0134,Idika Bir,vpradhan@example.net,+911207236827,"H.No. 887, Lal Street, Ahmedabad-330891",1968-01-14,2716026778842050,438,1960.34,2026-07-08,POS-Store
TXN000294,CUST0116,Ucchal Nair,misraanmol@example.net,09428688174,"92/70, Raval Nagar, Mysore-816868",1998-09-15,2720519057792255,802,172.31,2026-03-28,POS-Store
TXN000295,CUST0077,Aahana Varughese,binakota@example.net,2209703704,"54/913, Bal Chowk, Mangalore-284417",1963-12-09,2310594694754030,798,194.16,2026-06-06,POS-Store
TXN000296,CUST0079,Indrajit Cherian,mshroff@example.net,+913182588014,"H.No. 237, Patla Nagar, Allahabad 889115",1986-03-26,5239164865770735,596,658.19,2026-04-22,E-Commerce
TXN000297,CUST0157,Henry Kala,ctailor@example.net,03388376436,"76/62, Dubey Circle, Ulhasnagar 501303",1997-04-21,5333176427209585,187,378.04,2026-06-01,E-Commerce
TXN000298,CUST0054,Garima Yadav,anthonymukherjee@example.org,4047668649,"38/38, Kalita Path, Ahmedabad-233041",1998-09-05,5343443575317737,788,13057.87,2026-05-29,E-Commerce
